suite_name,config_name,label,fold,run_id,train_rows,test_rows,test_start,test_end,accuracy,precision,recall,f1,balanced_accuracy,roc_auc,cumulative_return,sharpe,max_drawdown,turnover,hit_rate,cost_adjusted_return
long_history_core_architectures,logistic_ohlcv,LogReg,1,logistic_ohlcv_wf_fold01_20260324T003009Z,47302,7883,2024-10-19T23:00:00+00:00,2025-02-06T10:00:00+00:00,0.5075478878599518,0.5167952791647753,0.5650124069478908,0.5398293029871978,0.506227978714018,0.5081990830515231,-0.9147885820388022,-0.5284133490265174,-0.9237352380388508,0.7967778764429786,0.5062793352784473,-0.0002774693860527902
long_history_core_architectures,logistic_ohlcv,LogReg,2,logistic_ohlcv_wf_fold02_20260324T003009Z,55185,7883,2025-02-06T11:00:00+00:00,2025-05-26T22:00:00+00:00,0.514905492832678,0.5187127532777116,0.5465963325797538,0.5322896281800391,0.514584686023347,0.5181350909387505,-0.7180713485654858,-0.2395614054082835,-0.7850808290811666,0.8959786883166307,0.5140175060256248,-0.00012585025334253428
long_history_core_architectures,logistic_ohlcv,LogReg,3,logistic_ohlcv_wf_fold03_20260324T003009Z,63068,7883,2025-05-26T22:00:00+00:00,2025-09-13T10:00:00+00:00,0.5142059868087265,0.5249307479224377,0.5620365793376174,0.5428503222726188,0.5129098998824617,0.5238385456257726,-0.2538042158621938,-0.04509878968624549,-0.3941688496628163,0.6178335870116692,0.5135717909690513,-1.771769127033991e-05
long_history_core_architectures,logistic_ohlcv,LogReg,4,logistic_ohlcv_wf_fold04_20260324T003010Z,70951,7883,2025-09-13T10:00:00+00:00,2025-12-31T21:00:00+00:00,0.5124952429278193,0.5131707317073171,0.5325234117944824,0.5226679915538442,0.512446853404871,0.5148284568363264,-0.686189655708726,-0.289013450738973,-0.7056882820615529,0.7145756691614867,0.5113535456044653,-0.000123874630102588
long_history_core_architectures,hgbt_ohlcv,HGBT,1,hgbt_ohlcv_wf_fold01_20260324T003010Z,47302,7883,2024-10-19T23:00:00+00:00,2025-02-06T10:00:00+00:00,0.500570848661677,0.5106285714285714,0.5543424317617865,0.5315883402736467,0.4993357629870443,0.5050486263483258,-0.8795655471621956,-0.4452009347125728,-0.9072350489032306,0.8972472408981352,0.499429151338323,-0.00023377499748888588
long_history_core_architectures,hgbt_ohlcv,HGBT,2,hgbt_ohlcv_wf_fold02_20260324T003011Z,55185,7883,2025-02-06T11:00:00+00:00,2025-05-26T22:00:00+00:00,0.5163009006723329,0.5206794682422452,0.5312735493594575,0.525923162998881,0.5161493323424657,0.5154502788810663,-0.7836349787304548,-0.3035900886415206,-1.1068777523793503,0.9353038183432704,0.5154129138652798,-0.00015949344553310284
long_history_core_architectures,hgbt_ohlcv,HGBT,3,hgbt_ohlcv_wf_fold03_20260324T003012Z,63068,7883,2025-05-26T22:00:00+00:00,2025-09-13T10:00:00+00:00,0.5072298325722984,0.5227980741999434,0.45625308947108256,0.4872640886894549,0.5086111721456508,0.5122326633501084,-0.7981888769624329,-0.46703313480521247,-0.8805959460370428,0.9407661085743277,0.5067224759005581,-0.00018352380469527775
long_history_core_architectures,hgbt_ohlcv,HGBT,4,hgbt_ohlcv_wf_fold04_20260324T003013Z,70951,7883,2025-09-13T10:00:00+00:00,2025-12-31T21:00:00+00:00,0.5253076240010148,0.5244444444444445,0.5674512781574285,0.5451008995866764,0.5252058018457539,0.523677736658605,-0.37862950560066744,-0.0868911164795881,-0.7885805039498281,0.8655334263605227,0.524800202968413,-3.722596348964669e-05
long_history_core_architectures,lstm_ohlcv,LSTM,1,lstm_ohlcv_wf_fold01_20260324T003015Z,47302,7883,2024-10-21T22:00:00+00:00,2025-02-06T10:00:00+00:00,0.5001291655902868,0.5194054500412882,0.31735620585267404,0.3939868462261196,0.5046283411476181,0.5119241850556544,-0.91188737805312,-0.5272860768672815,-0.9460289358830681,0.420692327563937,0.4992250064582795,-0.0002784183382091564
long_history_core_architectures,lstm_ohlcv,LSTM,2,lstm_ohlcv_wf_fold02_20260324T003056Z,55185,7883,2025-02-08T10:00:00+00:00,2025-05-26T22:00:00+00:00,0.5116249031258073,0.5215884021430822,0.422409392547218,0.4667888873219574,0.5127214326752827,0.5175577970252092,-0.7660614637285493,-0.2909719912592412,-0.9833430130735892,0.4909584086799277,0.5104624128132266,-0.00015284375481738712
