suite_name,config_name,label,fold,run_id,train_rows,test_rows,test_start,test_end,accuracy,precision,recall,f1,balanced_accuracy,roc_auc,cumulative_return,sharpe,max_drawdown,turnover,hit_rate,cost_adjusted_return
long_history_tf_4h_models,majority_ohlcv,Majority,1,majority_ohlcv_wf_fold01_20260325T083524Z,11791,1965,2024-10-21T00:00:00+00:00,2025-02-07T04:00:00+00:00,0.5104325699745547,0.5104325699745547,1.0,0.6758760107816711,0.5,0.5,0.20993311381780888,0.44253724699838926,-0.3160157668911614,0.0015267175572519084,0.5104325699745547,0.0003712935335771604
long_history_tf_4h_models,majority_ohlcv,Majority,2,majority_ohlcv_wf_fold02_20260325T083524Z,13756,1965,2025-02-07T04:00:00+00:00,2025-05-27T08:00:00+00:00,0.50941475826972,0.50941475826972,1.0,0.6749831422791639,0.5,0.5,0.03576960883783986,0.17647777850719384,-0.42651114325771744,0.0015267175572519084,0.50941475826972,0.0001467258145844675
long_history_tf_4h_models,majority_ohlcv,Majority,3,majority_ohlcv_wf_fold03_20260325T083524Z,15721,1965,2025-05-27T08:00:00+00:00,2025-09-13T12:00:00+00:00,0.5180661577608142,0.5180661577608142,1.0,0.6825343613811599,0.5,0.5,0.37509748082627015,0.8121527386605137,-0.19398538362450846,0.0015267175572519084,0.5180661577608142,0.0005384552618588653
long_history_tf_4h_models,majority_ohlcv,Majority,4,majority_ohlcv_wf_fold04_20260325T083524Z,17686,1965,2025-09-13T12:00:00+00:00,2025-12-31T16:00:00+00:00,0.4898270600203459,0.4898270600203459,1.0,0.6575623079549334,0.5,0.5,-0.36423799237113985,-0.7494274627048848,-0.4261362363270582,0.001525940996948118,0.4898270600203459,-0.0006077654978130124
long_history_tf_4h_models,logistic_ohlcv,LogReg,1,logistic_ohlcv_wf_fold01_20260325T083525Z,11791,1965,2024-10-21T00:00:00+00:00,2025-02-07T04:00:00+00:00,0.5155216284987277,0.5277475516866159,0.4835493519441675,0.5046826222684704,0.5162029504003582,0.5115464417558137,0.018160095963806633,0.11976274158144824,-0.265973909056192,0.388295165394402,0.5155216284987277,8.430788537815591e-05
long_history_tf_4h_models,logistic_ohlcv,LogReg,2,logistic_ohlcv_wf_fold02_20260325T083525Z,13756,1965,2025-02-07T04:00:00+00:00,2025-05-27T08:00:00+00:00,0.4997455470737914,0.5087719298245614,0.5214785214785215,0.5150468672915639,0.499328472357518,0.48313926737163254,-0.19428452760764114,-0.4681488180736559,-0.33389693808445753,0.4391857506361323,0.49923664122137407,-0.00026097239119150117
long_history_tf_4h_models,logistic_ohlcv,LogReg,3,logistic_ohlcv_wf_fold03_20260325T083525Z,15721,1965,2025-05-27T08:00:00+00:00,2025-09-13T12:00:00+00:00,0.5134860050890585,0.5290262172284644,0.5550098231827112,0.5417066155321189,0.5119294100074063,0.5067486406250323,-0.07573028266032389,-0.2305717052747039,-0.22042325127719897,0.46157760814249366,0.5134860050890585,-9.383157596922337e-05
long_history_tf_4h_models,logistic_ohlcv,LogReg,4,logistic_ohlcv_wf_fold04_20260325T083525Z,17686,1965,2025-09-13T12:00:00+00:00,2025-12-31T16:00:00+00:00,0.5218718209562564,0.510879848628193,0.5607476635514018,0.5346534653465347,0.522647012234325,0.5252881024631195,0.5933114676986198,1.6299812308019868,-0.11637358514128082,0.3646998982706002,0.5213631739572736,0.0007367672859997623
long_history_tf_4h_models,lstm_ohlcv,LSTM,1,lstm_ohlcv_wf_fold01_20260325T083525Z,11791,1965,2024-10-28T20:00:00+00:00,2025-02-07T04:00:00+00:00,0.518640350877193,0.5242798353909465,0.67982924226254,0.5920074349442379,0.5140972592372453,0.5180642001927522,0.24117736205282236,0.5642222548042916,-0.2831595174748107,0.2735745614035088,0.518640350877193,0.0004069509764733754
long_history_tf_4h_models,lstm_ohlcv,LSTM,2,lstm_ohlcv_wf_fold02_20260325T083540Z,13756,1965,2025-02-15T00:00:00+00:00,2025-05-27T08:00:00+00:00,0.5274122807017544,0.5418660287081339,0.48605150214592274,0.5124434389140271,0.5283396524182529,0.5301120835658885,0.2781048791796443,0.7142999021051099,-0.14885770467714132,0.22094298245614036,0.5274122807017544,0.00044488129688917345
