config_name,label,folds,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,cumulative_return_mean,cumulative_return_std,sharpe_mean,sharpe_std,max_drawdown_mean,max_drawdown_std,hit_rate_mean,hit_rate_std,turnover_mean,turnover_std
lstm_ohlcv,LSTM,4,0.5126413877779223,0.00802965362138809,0.5127148470891592,0.004967722702183349,0.4924954308989453,0.07802902579276177,0.520149740432673,0.006188849386384699,-0.30285732251375275,0.15644849586606308,-0.37132406105364624,0.24679153144637372,-0.4933582632946404,0.10393583569137956,0.511704945589141,0.008151655878505113,0.468274971772239,0.031029936779312664
logistic_ohlcv,LogReg,4,0.5122886526072938,0.002874089123328825,0.5115423545061744,0.0031696478406357353,0.534409311248425,0.0077938857773205365,0.5162502941130931,0.005656360156789039,-0.3070317530389621,0.16753568802346944,-0.3731057173287001,0.2365041934039586,-0.5186090342907358,0.1531612300805776,0.5113055444693971,0.003072283011858124,0.7562280356492238,0.10263132715773575
cnn_ohlcv_open_interest,1D CNN (OHLCV + Open Interest),4,0.5079134366925064,0.004091116433589963,0.5002620034769206,0.0012950088955729446,0.6602321213411526,0.024383468505450548,0.5002210370467072,0.007116262611198858,0.08379326062587952,0.24769733264968075,0.08283790386656291,0.2846636499692932,-0.35280034204480903,0.09347922883757942,0.5079134366925064,0.004091116433589963,0.003746770025839793,0.002083270735994457
majority_ohlcv,Majority,4,0.5076584678652333,0.004795832070210852,0.5,0.0,0.6734261832098012,0.004222034084869098,0.5,0.0,0.07284613135455331,0.29977054006026904,0.0822046717700897,0.30538173514864647,-0.35491403228095075,0.09323542043579593,0.5076584678652333,0.004795832070210852,0.00038055370678980697,2.0901802922747013e-08
